Initializing Parameters Merge
Initializing Parameters Split
Reading train dataset for 1 scales
Reading train dataset for 2 scales
Reading train dataset for 3 scales
Reading test dataset for 5 scales
TRAINING --> | Epoch 0 | Iter 0 / 8192 | Loss 85.96346282958984 | Accuracy Train 0.0 | Elapsed 1.333191156387329 | dynamic True | Learning Rate 0.001
TRAINING --> | Epoch 12 | Iter 4608 / 8192 | Loss 0.16100475192070007 | Accuracy Train 0.90625 | Elapsed 0.8953022956848145 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 4736 / 8192 | Loss 0.21437573432922363 | Accuracy Train 0.8828125 | Elapsed 0.8930160999298096 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 4864 / 8192 | Loss 0.2621968984603882 | Accuracy Train 0.84375 | Elapsed 0.9330058097839355 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 4992 / 8192 | Loss 0.20000803470611572 | Accuracy Train 0.9453125 | Elapsed 0.9020099639892578 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 5120 / 8192 | Loss 0.2190776765346527 | Accuracy Train 0.8515625 | Elapsed 0.8982279300689697 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 5248 / 8192 | Loss 0.18665114045143127 | Accuracy Train 0.90625 | Elapsed 0.9251646995544434 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 5376 / 8192 | Loss 0.21006648242473602 | Accuracy Train 0.90625 | Elapsed 0.9015810489654541 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 5504 / 8192 | Loss 0.20616978406906128 | Accuracy Train 0.890625 | Elapsed 0.8950872421264648 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 5632 / 8192 | Loss 0.2602338194847107 | Accuracy Train 0.8828125 | Elapsed 0.894097089767456 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 5760 / 8192 | Loss 0.17339617013931274 | Accuracy Train 0.921875 | Elapsed 0.8899462223052979 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 5888 / 8192 | Loss 0.18313071131706238 | Accuracy Train 0.9453125 | Elapsed 0.8907558917999268 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6016 / 8192 | Loss 0.27541694045066833 | Accuracy Train 0.9140625 | Elapsed 0.8911557197570801 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6144 / 8192 | Loss 0.243564173579216 | Accuracy Train 0.875 | Elapsed 0.8921346664428711 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6272 / 8192 | Loss 0.17861205339431763 | Accuracy Train 0.90625 | Elapsed 0.8918049335479736 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6400 / 8192 | Loss 0.14368699491024017 | Accuracy Train 0.9296875 | Elapsed 0.8925197124481201 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6528 / 8192 | Loss 0.24585235118865967 | Accuracy Train 0.8828125 | Elapsed 0.894967794418335 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6656 / 8192 | Loss 0.257674902677536 | Accuracy Train 0.8671875 | Elapsed 0.9155466556549072 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6784 / 8192 | Loss 0.24960148334503174 | Accuracy Train 0.875 | Elapsed 0.8906576633453369 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 6912 / 8192 | Loss 0.2610217332839966 | Accuracy Train 0.8671875 | Elapsed 0.8906354904174805 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7040 / 8192 | Loss 0.19045662879943848 | Accuracy Train 0.859375 | Elapsed 0.8939061164855957 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7168 / 8192 | Loss 0.19209083914756775 | Accuracy Train 0.921875 | Elapsed 0.8924672603607178 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7296 / 8192 | Loss 0.209980770945549 | Accuracy Train 0.9375 | Elapsed 0.8941986560821533 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7424 / 8192 | Loss 0.2366485446691513 | Accuracy Train 0.859375 | Elapsed 0.9217064380645752 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7552 / 8192 | Loss 0.19381003081798553 | Accuracy Train 0.9296875 | Elapsed 0.8974459171295166 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7680 / 8192 | Loss 0.23435334861278534 | Accuracy Train 0.8828125 | Elapsed 0.890690803527832 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7808 / 8192 | Loss 0.2671912908554077 | Accuracy Train 0.859375 | Elapsed 0.8901448249816895 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 7936 / 8192 | Loss 0.2188917100429535 | Accuracy Train 0.8828125 | Elapsed 0.9007437229156494 | dynamic True | Learning Rate 7.692307692307693e-05
TRAINING --> | Epoch 12 | Iter 8064 / 8192 | Loss 0.173715278506279 | Accuracy Train 0.9140625 | Elapsed 0.8923463821411133 | dynamic True | Learning Rate 7.692307692307693e-05
Saving model parameters
TRAINING --> | Epoch 13 | Iter 0 / 8192 | Loss 0.26697632670402527 | Accuracy Train 0.84375 | Elapsed 0.8971114158630371 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 128 / 8192 | Loss 0.21564996242523193 | Accuracy Train 0.890625 | Elapsed 0.892798662185669 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 256 / 8192 | Loss 0.2315187156200409 | Accuracy Train 0.9453125 | Elapsed 0.8931005001068115 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 384 / 8192 | Loss 0.31149548292160034 | Accuracy Train 0.890625 | Elapsed 0.8937480449676514 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 512 / 8192 | Loss 0.2387760877609253 | Accuracy Train 0.8828125 | Elapsed 0.9372677803039551 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 640 / 8192 | Loss 0.27183830738067627 | Accuracy Train 0.8828125 | Elapsed 0.8895668983459473 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 768 / 8192 | Loss 0.2321082055568695 | Accuracy Train 0.90625 | Elapsed 0.8920469284057617 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 896 / 8192 | Loss 0.1674061119556427 | Accuracy Train 0.9296875 | Elapsed 0.8948578834533691 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1024 / 8192 | Loss 0.30811065435409546 | Accuracy Train 0.9296875 | Elapsed 0.8940134048461914 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1152 / 8192 | Loss 0.23272982239723206 | Accuracy Train 0.8515625 | Elapsed 0.892331600189209 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1280 / 8192 | Loss 0.24778829514980316 | Accuracy Train 0.9375 | Elapsed 0.9479708671569824 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1408 / 8192 | Loss 0.17663216590881348 | Accuracy Train 0.8984375 | Elapsed 0.9297018051147461 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1536 / 8192 | Loss 0.1918608397245407 | Accuracy Train 0.9453125 | Elapsed 0.8893253803253174 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1664 / 8192 | Loss 0.23165041208267212 | Accuracy Train 0.8984375 | Elapsed 0.8910105228424072 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1792 / 8192 | Loss 0.23611120879650116 | Accuracy Train 0.8671875 | Elapsed 0.8904709815979004 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 1920 / 8192 | Loss 0.1998554766178131 | Accuracy Train 0.9453125 | Elapsed 0.9404726028442383 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2048 / 8192 | Loss 0.2097110003232956 | Accuracy Train 0.9296875 | Elapsed 0.8911900520324707 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2176 / 8192 | Loss 0.23105715215206146 | Accuracy Train 0.9375 | Elapsed 0.8918862342834473 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2304 / 8192 | Loss 0.2696755528450012 | Accuracy Train 0.8828125 | Elapsed 0.8924999237060547 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2432 / 8192 | Loss 0.2159426212310791 | Accuracy Train 0.90625 | Elapsed 0.894111156463623 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2560 / 8192 | Loss 0.19374871253967285 | Accuracy Train 0.90625 | Elapsed 0.8888282775878906 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2688 / 8192 | Loss 0.1942431777715683 | Accuracy Train 0.9140625 | Elapsed 0.8906824588775635 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2816 / 8192 | Loss 0.30393436551094055 | Accuracy Train 0.890625 | Elapsed 0.8945238590240479 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 2944 / 8192 | Loss 0.2288396954536438 | Accuracy Train 0.90625 | Elapsed 0.8927748203277588 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3072 / 8192 | Loss 0.2591041028499603 | Accuracy Train 0.8671875 | Elapsed 0.894101619720459 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3200 / 8192 | Loss 0.19078105688095093 | Accuracy Train 0.8828125 | Elapsed 0.8936026096343994 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3328 / 8192 | Loss 0.26002225279808044 | Accuracy Train 0.875 | Elapsed 0.9294178485870361 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3456 / 8192 | Loss 0.21406400203704834 | Accuracy Train 0.90625 | Elapsed 0.9187963008880615 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3584 / 8192 | Loss 0.2556622624397278 | Accuracy Train 0.8359375 | Elapsed 0.8901407718658447 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3712 / 8192 | Loss 0.23292993009090424 | Accuracy Train 0.8671875 | Elapsed 0.889338493347168 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3840 / 8192 | Loss 0.24897295236587524 | Accuracy Train 0.890625 | Elapsed 0.890625 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 3968 / 8192 | Loss 0.3213058114051819 | Accuracy Train 0.8671875 | Elapsed 0.8926701545715332 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4096 / 8192 | Loss 0.20729053020477295 | Accuracy Train 0.9140625 | Elapsed 0.8922343254089355 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4224 / 8192 | Loss 0.22599604725837708 | Accuracy Train 0.90625 | Elapsed 0.8926234245300293 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4352 / 8192 | Loss 0.15400046110153198 | Accuracy Train 0.9296875 | Elapsed 0.8930890560150146 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4480 / 8192 | Loss 0.22193443775177002 | Accuracy Train 0.8671875 | Elapsed 0.8927617073059082 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4608 / 8192 | Loss 0.17153465747833252 | Accuracy Train 0.90625 | Elapsed 0.9112269878387451 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4736 / 8192 | Loss 0.24644896388053894 | Accuracy Train 0.8671875 | Elapsed 0.9124987125396729 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4864 / 8192 | Loss 0.22210988402366638 | Accuracy Train 0.84375 | Elapsed 0.9206619262695312 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 4992 / 8192 | Loss 0.22412602603435516 | Accuracy Train 0.9296875 | Elapsed 0.9445412158966064 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 5120 / 8192 | Loss 0.2481321096420288 | Accuracy Train 0.8515625 | Elapsed 0.9473021030426025 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 5248 / 8192 | Loss 0.20002421736717224 | Accuracy Train 0.9453125 | Elapsed 0.9231901168823242 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 5376 / 8192 | Loss 0.24842581152915955 | Accuracy Train 0.9140625 | Elapsed 0.8940236568450928 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 5504 / 8192 | Loss 0.17867720127105713 | Accuracy Train 0.890625 | Elapsed 0.8935494422912598 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 5632 / 8192 | Loss 0.24008554220199585 | Accuracy Train 0.8984375 | Elapsed 0.8908472061157227 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 5760 / 8192 | Loss 0.16394321620464325 | Accuracy Train 0.9453125 | Elapsed 0.8898401260375977 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 5888 / 8192 | Loss 0.25912249088287354 | Accuracy Train 0.9296875 | Elapsed 0.9187641143798828 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6016 / 8192 | Loss 0.1955382078886032 | Accuracy Train 0.90625 | Elapsed 0.915102481842041 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6144 / 8192 | Loss 0.2483733892440796 | Accuracy Train 0.859375 | Elapsed 0.9517474174499512 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6272 / 8192 | Loss 0.17677436769008636 | Accuracy Train 0.9453125 | Elapsed 0.9048991203308105 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6400 / 8192 | Loss 0.16504397988319397 | Accuracy Train 0.9453125 | Elapsed 0.8898167610168457 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6528 / 8192 | Loss 0.22395339608192444 | Accuracy Train 0.8671875 | Elapsed 0.889930009841919 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6656 / 8192 | Loss 0.2552330195903778 | Accuracy Train 0.859375 | Elapsed 0.891352653503418 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6784 / 8192 | Loss 0.21783950924873352 | Accuracy Train 0.890625 | Elapsed 0.8913898468017578 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 6912 / 8192 | Loss 0.23054274916648865 | Accuracy Train 0.8984375 | Elapsed 0.9319643974304199 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7040 / 8192 | Loss 0.19103169441223145 | Accuracy Train 0.8828125 | Elapsed 0.9198803901672363 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7168 / 8192 | Loss 0.19725613296031952 | Accuracy Train 0.9453125 | Elapsed 0.896538496017456 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7296 / 8192 | Loss 0.2109076827764511 | Accuracy Train 0.9375 | Elapsed 0.890427827835083 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7424 / 8192 | Loss 0.2461089789867401 | Accuracy Train 0.875 | Elapsed 0.8906576633453369 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7552 / 8192 | Loss 0.19923709332942963 | Accuracy Train 0.9296875 | Elapsed 0.8913488388061523 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7680 / 8192 | Loss 0.21343833208084106 | Accuracy Train 0.8984375 | Elapsed 0.8949074745178223 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7808 / 8192 | Loss 0.21808016300201416 | Accuracy Train 0.8984375 | Elapsed 0.9377565383911133 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 7936 / 8192 | Loss 0.21236610412597656 | Accuracy Train 0.890625 | Elapsed 0.8941364288330078 | dynamic True | Learning Rate 7.142857142857143e-05
TRAINING --> | Epoch 13 | Iter 8064 / 8192 | Loss 0.17915037274360657 | Accuracy Train 0.90625 | Elapsed 0.8960189819335938 | dynamic True | Learning Rate 7.142857142857143e-05
Saving model parameters
TRAINING --> | Epoch 14 | Iter 0 / 8192 | Loss 0.2746102809906006 | Accuracy Train 0.828125 | Elapsed 0.9026029109954834 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 128 / 8192 | Loss 0.2670406699180603 | Accuracy Train 0.8671875 | Elapsed 0.9167792797088623 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 256 / 8192 | Loss 0.18270210921764374 | Accuracy Train 0.953125 | Elapsed 0.9080421924591064 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 384 / 8192 | Loss 0.26638126373291016 | Accuracy Train 0.890625 | Elapsed 0.8924305438995361 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 512 / 8192 | Loss 0.2149229347705841 | Accuracy Train 0.890625 | Elapsed 0.8929843902587891 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 640 / 8192 | Loss 0.19762150943279266 | Accuracy Train 0.921875 | Elapsed 0.8943221569061279 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 768 / 8192 | Loss 0.25283652544021606 | Accuracy Train 0.8828125 | Elapsed 0.8937101364135742 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 896 / 8192 | Loss 0.16485556960105896 | Accuracy Train 0.9140625 | Elapsed 0.8905627727508545 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1024 / 8192 | Loss 0.2867264151573181 | Accuracy Train 0.9375 | Elapsed 0.8938043117523193 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1152 / 8192 | Loss 0.20286595821380615 | Accuracy Train 0.8671875 | Elapsed 0.8907382488250732 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1280 / 8192 | Loss 0.16209152340888977 | Accuracy Train 0.9375 | Elapsed 0.8912708759307861 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1408 / 8192 | Loss 0.18668699264526367 | Accuracy Train 0.8828125 | Elapsed 0.8915092945098877 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1536 / 8192 | Loss 0.16511952877044678 | Accuracy Train 0.96875 | Elapsed 0.8948252201080322 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1664 / 8192 | Loss 0.20566022396087646 | Accuracy Train 0.921875 | Elapsed 0.893073320388794 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1792 / 8192 | Loss 0.22086739540100098 | Accuracy Train 0.859375 | Elapsed 0.925532341003418 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 1920 / 8192 | Loss 0.1829535961151123 | Accuracy Train 0.9375 | Elapsed 0.8909578323364258 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2048 / 8192 | Loss 0.16991758346557617 | Accuracy Train 0.9453125 | Elapsed 0.8900535106658936 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2176 / 8192 | Loss 0.2344418466091156 | Accuracy Train 0.9375 | Elapsed 0.8919937610626221 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2304 / 8192 | Loss 0.2103504240512848 | Accuracy Train 0.90625 | Elapsed 0.8925058841705322 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2432 / 8192 | Loss 0.2186606377363205 | Accuracy Train 0.9140625 | Elapsed 0.8930881023406982 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2560 / 8192 | Loss 0.18634435534477234 | Accuracy Train 0.921875 | Elapsed 0.8931138515472412 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2688 / 8192 | Loss 0.17426785826683044 | Accuracy Train 0.90625 | Elapsed 0.922705888748169 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2816 / 8192 | Loss 0.3126430809497833 | Accuracy Train 0.8828125 | Elapsed 0.8892841339111328 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 2944 / 8192 | Loss 0.21842491626739502 | Accuracy Train 0.9140625 | Elapsed 0.8922219276428223 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3072 / 8192 | Loss 0.23261815309524536 | Accuracy Train 0.90625 | Elapsed 0.8923473358154297 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3200 / 8192 | Loss 0.18923896551132202 | Accuracy Train 0.8828125 | Elapsed 0.8959414958953857 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3328 / 8192 | Loss 0.2736867070198059 | Accuracy Train 0.890625 | Elapsed 0.9167532920837402 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3456 / 8192 | Loss 0.23540513217449188 | Accuracy Train 0.875 | Elapsed 0.9082915782928467 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3584 / 8192 | Loss 0.2651321291923523 | Accuracy Train 0.875 | Elapsed 0.8942866325378418 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3712 / 8192 | Loss 0.2093118131160736 | Accuracy Train 0.890625 | Elapsed 0.8962109088897705 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3840 / 8192 | Loss 0.22523388266563416 | Accuracy Train 0.8671875 | Elapsed 0.9088699817657471 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 3968 / 8192 | Loss 0.3067418932914734 | Accuracy Train 0.8515625 | Elapsed 0.9208405017852783 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4096 / 8192 | Loss 0.2473011016845703 | Accuracy Train 0.8984375 | Elapsed 0.9107675552368164 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4224 / 8192 | Loss 0.22936290502548218 | Accuracy Train 0.8984375 | Elapsed 0.8922586441040039 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4352 / 8192 | Loss 0.17324396967887878 | Accuracy Train 0.9140625 | Elapsed 0.8922531604766846 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4480 / 8192 | Loss 0.20079390704631805 | Accuracy Train 0.8828125 | Elapsed 0.8957958221435547 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4608 / 8192 | Loss 0.14643488824367523 | Accuracy Train 0.9140625 | Elapsed 0.8965330123901367 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4736 / 8192 | Loss 0.21455542743206024 | Accuracy Train 0.8828125 | Elapsed 0.8891100883483887 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4864 / 8192 | Loss 0.24679158627986908 | Accuracy Train 0.8359375 | Elapsed 0.8905200958251953 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 4992 / 8192 | Loss 0.2335709184408188 | Accuracy Train 0.9140625 | Elapsed 0.894540548324585 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 5120 / 8192 | Loss 0.23470911383628845 | Accuracy Train 0.859375 | Elapsed 0.8924100399017334 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 5248 / 8192 | Loss 0.1996801495552063 | Accuracy Train 0.921875 | Elapsed 0.8933818340301514 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 5376 / 8192 | Loss 0.24904751777648926 | Accuracy Train 0.8984375 | Elapsed 0.928210973739624 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 5504 / 8192 | Loss 0.20056462287902832 | Accuracy Train 0.90625 | Elapsed 0.8937156200408936 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 5632 / 8192 | Loss 0.2778278887271881 | Accuracy Train 0.8515625 | Elapsed 0.8938801288604736 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 5760 / 8192 | Loss 0.15054093301296234 | Accuracy Train 0.9375 | Elapsed 0.9015376567840576 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 5888 / 8192 | Loss 0.16615848243236542 | Accuracy Train 0.953125 | Elapsed 0.9227244853973389 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 6016 / 8192 | Loss 0.22142362594604492 | Accuracy Train 0.90625 | Elapsed 0.8963165283203125 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 6144 / 8192 | Loss 0.198518306016922 | Accuracy Train 0.8671875 | Elapsed 0.8919181823730469 | dynamic True | Learning Rate 6.666666666666667e-05
TRAINING --> | Epoch 14 | Iter 6272 / 8192 | Loss 0.17464527487754822 | Accuracy Train 0.9296875 | Elapsed 0.8937819004058838 | dynamic True | Learning Rate 6.666666666666667e-05
